1502782800	255	22.6	131	190	67
1502783100	255	22.5	88	147	67
1502783100	255	22.5	99	121	67
1502783400	255	22.4	78	172	67
1502783400	255	22.4	89	223	67
1502783700	255	22.3	104	159	67
1502783700	255	22.3	93	129	67
1502784000	255	22.3	92	206	67
1502784000	255	22.3	106	71	67
1502784300	255	22.2	106	175	67
1502784300	255	22.2	109	127	67
1502784300	255	22.2	106	175	67
1502784600	255	22.2	83	142	67
1502784600	255	22.2	96	163	67
1502784900	255	22.1	95	157	67
1502784900	255	22.1	89	138	67
1502785200	255	22.1	101	150	67
1502785200	255	22.1	102	133	67
1502785500	255	22.0	92	145	67
1502785500	255	22.0	105	81	67
1502785801	255	22.0	74	52	67
1502786100	255	22.0	93	143	67
1502786100	255	22.0	84	118	67
1502786400	255	21.9	87	153	67
1502786700	255	21.9	92	137	67
1502787000	255	21.9	95	137	67
1502787000	255	21.9	88	104	67
1502787300	255	21.9	86	170	67
1502787300	255	21.9	96	107	67
1502787600	255	21.9	85	155	67
1502787600	255	21.9	83	150	67
1502787900	255	22.0	87	151	67
1502788200	255	22.0	101	196	67
1502788200	255	22.0	76	98	67
1502788500	255	22.0	89	151	67
1502788500	255	22.0	89	110	67
1502788800	255	22.0	103	163	67
1502788800	255	22.1	86	106	67
1502789100	255	22.1	110	168	67
1502789401	255	22.1	78	155	67
1502789401	255	22.1	255	255	67
1502789401	255	22.1	78	155	67
1502789700	255	22.2	92	142	67
1502789700	255	22.2	95	151	67
1502790000	255	22.2	102	151	67
1502790000	255	22.2	92	200	67
1502790300	255	22.2	84	150	67
1502790300	255	22.2	96	120	67
1502790600	255	22.3	97	188	67
1502790900	255	22.3	85	151	67
1502790900	255	22.3	99	132	67
1502790914	255	5387.2	0	11	177
1502791200	255	22.3	97	76	67
1502791500	255	22.3	89	169	67
1502791500	255	22.3	93	124	67
1502791800	255	22.4	94	136	67
1502791800	255	22.4	87	111	67
1502792100	255	22.4	92	182	67
1502792100	255	22.4	99	140	67
1502792400	255	22.4	93	118	67
1502792400	255	22.4	106	194	67
1502792700	255	22.5	90	162	67
1502792700	255	22.5	90	111	67
1502793001	255	22.5	74	131	67
1502793300	255	22.5	84	134	67
1502793300	255	22.5	85	201	67
1502793600	255	22.5	83	128	67
1502793600	255	22.5	119	83	67
1502793900	255	22.6	112	226	67
1502793900	255	22.6	94	133	67
1502794200	255	22.6	80	205	67
1502794200	255	22.6	100	165	67
1502794500	255	22.6	96	155	67
1502794500	255	22.6	155	225	67
1502794500	255	22.6	96	155	67
1502794800	255	22.6	83	199	67
1502794800	255	22.6	121	63	67
1502795100	255	22.7	118	195	67
1502795100	255	22.7	88	131	67
1502795400	255	22.7	87	145	67
1502795700	255	22.7	79	188	67
1502795700	255	22.7	87	101	67
1502796000	255	22.7	85	166	67
1502796000	255	22.7	209	167	67
1502796300	255	22.7	77	138	67
1502796300	255	22.7	94	154	67
1502796301	255	405.1	0	4	77
1502796601	255	22.7	72	178	67
1502796601	255	22.7	159	230	67
1502796601	255	22.7	72	178	67
1502796900	255	22.7	86	152	67
1502796900	255	22.7	119	221	67
1502797200	255	22.8	91	180	67
1502797200	255	22.8	114	65	67
1502797331	255	-5.0	0	0	134
1502797335	255	-0.1	0	4	211
1502797500	255	22.8	90	153	67
1502797500	255	22.8	85	105	67
1502797800	255	22.8	78	143	67
1502797800	255	22.8	85	167	67
1502798100	255	22.8	86	148	67
1502798100	255	22.8	87	104	67
1502798400	255	22.8	74	182	67
1502798400	255	22.9	170	252	67
1502798700	255	22.9	87	132	67
1502798700	255	22.9	190	179	67
1502799000	255	22.9	75	137	67
1502799000	255	22.9	118	118	67
1502799000	255	22.9	75	137	67
1502799300	255	22.9	84	143	67
1502799300	255	22.9	86	112	67
1502799600	255	23.0	78	136	67
1502799600	255	22.9	98	54	67
1502799900	255	23.0	74	133	67
1502799900	255	23.0	244	196	67
1502800201	255	23.0	63	137	67
1502800201	255	23.0	78	80	67
1502800500	255	23.0	101	178	67
1502800500	255	23.0	98	198	67
1502800800	255	23.1	91	153	67
1502800800	255	23.1	85	138	67
1502801100	255	23.1	76	145	67
1502801100	255	23.1	89	116	67
1502801400	255	23.1	76	142	67
1502801400	255	23.1	94	107	67
1502801700	255	23.1	82	150	67
1502801700	255	23.2	76	118	67
1502802000	255	23.2	74	135	67
1502802000	255	23.2	84	133	67
1502802094	255	2534.9	0	14	187
1502802300	255	23.2	80	130	67
1502802300	255	23.2	88	130	67
1502802315	255	2534.9	0	16	197
1502802600	255	23.2	75	134	67
1502802600	255	23.2	91	182	67
1502802900	255	23.3	77	144	67
1502802900	255	23.3	73	95	67
1502803200	255	23.3	75	131	67
